Limb,Time,Value
LEFT_ARM,1625021271730000000,1.4784016E7
LEFT_ARM,1625021271763332969,1.4808951E7
LEFT_ARM,1625021271796665938,1.4833381E7
LEFT_ARM,1625021271829998907,1.4850663E7
LEFT_ARM,1625021271863331875,1.4873827E7
LEFT_ARM,1625021271896664844,1.4897941E7
LEFT_ARM,1625021271929997813,1.4926025E7
LEFT_ARM,1625021271963330782,1.4954039E7
LEFT_ARM,1625021271996663750,1.4983483E7
LEFT_ARM,1625021272029996719,1.5002784E7
LEFT_ARM,1625021272063329688,1.5024709E7
LEFT_ARM,1625021272096662657,1.5056175E7
LEFT_ARM,1625021272129995625,1.5083292E7
LEFT_ARM,1625021272163328594,1.5103104E7
LEFT_ARM,1625021272196661563,1.5117305E7
LEFT_ARM,1625021272229994532,1.5105053E7
LEFT_ARM,1625021272263327500,1.5050865E7
LEFT_ARM,1625021272296660469,1.4985709E7
LEFT_ARM,1625021272329993438,1.4925487E7
LEFT_ARM,1625021272363326407,1.4874651E7
LEFT_ARM,1625021272396659375,1.4831857E7
LEFT_ARM,1625021272429992344,1.4796705E7
LEFT_ARM,1625021272463325313,1.4770904E7
LEFT_ARM,1625021272496658282,1.4761049E7
LEFT_ARM,1625021272529991250,1.4760679E7
LEFT_ARM,1625021272563324219,1.4760504E7
LEFT_ARM,1625021272596657188,1.4759664E7
LEFT_ARM,1625021272629990157,1.4764484E7
LEFT_ARM,1625021272663323125,1.4767051E7
LEFT_ARM,1625021272696656094,1.4774213E7
LEFT_ARM,1625021272729989063,1.4783379E7
LEFT_ARM,1625021272763322032,1.4795292E7
LEFT_ARM,1625021272796655000,1.4811368E7
LEFT_ARM,1625021272829987969,1.4823869E7
LEFT_ARM,1625021272863320938,1.4834499E7
LEFT_ARM,1625021272896653907,1.485168E7
LEFT_ARM,1625021272929986875,1.4862491E7
LEFT_ARM,1625021272963319844,1.4863995E7
LEFT_ARM,1625021272996652813,1.4871525E7
LEFT_ARM,1625021273029985782,1.4884355E7
LEFT_ARM,1625021273063318750,1.4894907E7
LEFT_ARM,1625021273096651719,1.49017E7
LEFT_ARM,1625021273129984688,1.4912479E7
LEFT_ARM,1625021273163317657,1.4914743E7
LEFT_ARM,1625021273196650625,1.4914555E7
LEFT_ARM,1625021273229983594,1.4931577E7
LEFT_ARM,1625021273263316563,1.4966887E7
LEFT_ARM,1625021273296649532,1.5011521E7
LEFT_ARM,1625021273329982500,1.5062048E7
LEFT_ARM,1625021273363315469,1.5108747E7
LEFT_ARM,1625021273396648438,1.5123939E7
LEFT_ARM,1625021273429981407,1.5090481E7
LEFT_ARM,1625021273463314375,1.5044664E7
LEFT_ARM,1625021273496647344,1.5014527E7
LEFT_ARM,1625021273529980313,1.4988408E7
LEFT_ARM,1625021273563313282,1.4960075E7
LEFT_ARM,1625021273596646250,1.4937241E7
LEFT_ARM,1625021273629979219,1.4909439E7
LEFT_ARM,1625021273663312188,1.4888201E7
LEFT_ARM,1625021273696645157,1.4868765E7
LEFT_ARM,1625021273729978125,1.4826515E7
LEFT_ARM,1625021273763311094,1.4755988E7
LEFT_ARM,1625021273796644063,1.4708605E7
LEFT_ARM,1625021273829977032,1.4687265E7
LEFT_ARM,1625021273863310000,1.4662667E7
LEFT_ARM,1625021273896642969,1.4649856E7
LEFT_ARM,1625021273929975938,1.4695679E7
LEFT_ARM,1625021273963308907,1.4727796E7
LEFT_ARM,1625021273996641875,1.4719451E7
LEFT_ARM,1625021274029974844,1.4691583E7
LEFT_ARM,1625021274063307813,1.4654837E7
LEFT_ARM,1625021274096640782,1.4626935E7
LEFT_ARM,1625021274129973750,1.4619589E7
LEFT_ARM,1625021274163306719,1.4609064E7
LEFT_ARM,1625021274196639688,1.4588664E7
LEFT_ARM,1625021274229972657,1.4560657E7
LEFT_ARM,1625021274263305625,1.4532113E7
LEFT_ARM,1625021274296638594,1.4500511E7
LEFT_ARM,1625021274329971563,1.4464181E7
LEFT_ARM,1625021274363304532,1.4436699E7
LEFT_ARM,1625021274396637500,1.4414361E7
LEFT_ARM,1625021274429970469,1.4395655E7
LEFT_ARM,1625021274463303438,1.4378013E7
LEFT_ARM,1625021274496636407,1.4363189E7
LEFT_ARM,1625021274529969375,1.4351032E7
LEFT_ARM,1625021274563302344,1.4338308E7
LEFT_ARM,1625021274596635313,1.4292572E7
LEFT_ARM,1625021274629968282,1.4219639E7
LEFT_ARM,1625021274663301250,1.4146816E7
LEFT_ARM,1625021274696634219,1.4088451E7
LEFT_ARM,1625021274729967188,1.4040912E7
LEFT_ARM,1625021274763300157,1.400024E7
LEFT_ARM,1625021274796633125,1.3963416E7
LEFT_ARM,1625021274829966094,1.393536E7
LEFT_ARM,1625021274863299063,1.3921512E7
LEFT_ARM,1625021274896632032,1.3917589E7
LEFT_ARM,1625021274929965000,1.3910539E7
LEFT_ARM,1625021274963297969,1.3907477E7
LEFT_ARM,1625021274996630938,1.390452E7
LEFT_ARM,1625021275029963907,1.3909551E7
LEFT_ARM,1625021275063296875,1.3918304E7
LEFT_ARM,1625021275096629844,1.3927385E7
LEFT_ARM,1625021275129962813,1.3940248E7
LEFT_ARM,1625021275163295782,1.3950915E7
LEFT_ARM,1625021275196628750,1.396316E7
LEFT_ARM,1625021275229961719,1.3978328E7
LEFT_ARM,1625021275263294688,1.3993225E7
LEFT_ARM,1625021275296627657,1.4003912E7
LEFT_ARM,1625021275329960625,1.4017125E7
LEFT_ARM,1625021275363293594,1.4031719E7
LEFT_ARM,1625021275396626563,1.4046505E7
LEFT_ARM,1625021275429959532,1.4059565E7
LEFT_ARM,1625021275463292500,1.4078304E7
LEFT_ARM,1625021275496625469,1.4088732E7
LEFT_ARM,1625021275529958438,1.4099207E7
LEFT_ARM,1625021275563291407,1.411176E7
LEFT_ARM,1625021275596624375,1.4128853E7
LEFT_ARM,1625021275629957344,1.4145105E7
LEFT_ARM,1625021275663290313,1.4163604E7
LEFT_ARM,1625021275696623282,1.4181029E7
LEFT_ARM,1625021275729956250,1.4191473E7
LEFT_ARM,1625021275763289219,1.4169941E7
LEFT_ARM,1625021275796622188,1.4120851E7
LEFT_ARM,1625021275829955157,1.4073127E7
LEFT_ARM,1625021275863288125,1.4037397E7
LEFT_ARM,1625021275896621094,1.4007273E7
LEFT_ARM,1625021275929954063,1.3984469E7
LEFT_ARM,1625021275963287032,1.3968316E7
LEFT_ARM,1625021275996620000,1.3962473E7
LEFT_ARM,1625021276029952969,1.3966955E7
LEFT_ARM,1625021276063285938,1.3973448E7
LEFT_ARM,1625021276096618907,1.3981756E7
LEFT_ARM,1625021276129951875,1.3983896E7
LEFT_ARM,1625021276163284844,1.3991989E7
LEFT_ARM,1625021276196617813,1.4005256E7
LEFT_ARM,1625021276229950782,1.4020363E7
LEFT_ARM,1625021276263283750,1.4032927E7
LEFT_ARM,1625021276296616719,1.4053776E7
LEFT_ARM,1625021276329949688,1.4072537E7
LEFT_ARM,1625021276363282657,1.408908E7
LEFT_ARM,1625021276396615625,1.4104816E7
LEFT_ARM,1625021276429948594,1.4122648E7
LEFT_ARM,1625021276463281563,1.4137859E7
LEFT_ARM,1625021276496614532,1.4157763E7
LEFT_ARM,1625021276529947500,1.4176791E7
LEFT_ARM,1625021276563280469,1.4194975E7
LEFT_ARM,1625021276596613438,1.4210715E7
LEFT_ARM,1625021276629946407,1.4225656E7
LEFT_ARM,1625021276663279375,1.4240317E7
LEFT_ARM,1625021276696612344,1.4254127E7
LEFT_ARM,1625021276729945313,1.4272696E7
LEFT_ARM,1625021276763278282,1.4287711E7
LEFT_ARM,1625021276796611250,1.4309397E7
LEFT_ARM,1625021276829944219,1.4327005E7
LEFT_ARM,1625021276863277188,1.4345944E7
LEFT_ARM,1625021276896610157,1.4343292E7
LEFT_ARM,1625021276929943125,1.4309323E7
LEFT_ARM,1625021276963276094,1.4255733E7
LEFT_ARM,1625021276996609063,1.4207355E7
LEFT_ARM,1625021277029942032,1.4172031E7
LEFT_ARM,1625021277063275000,1.41392E7
LEFT_ARM,1625021277096607969,1.4114995E7
LEFT_ARM,1625021277129940938,1.4090257E7
LEFT_ARM,1625021277163273907,1.4074051E7
LEFT_ARM,1625021277196606875,1.407784E7
LEFT_ARM,1625021277229939844,1.4082531E7
LEFT_ARM,1625021277263272813,1.4081192E7
LEFT_ARM,1625021277296605782,1.4082979E7
LEFT_ARM,1625021277329938750,1.4088189E7
LEFT_ARM,1625021277363271719,1.4095443E7
LEFT_ARM,1625021277396604688,1.4108339E7
LEFT_ARM,1625021277429937657,1.4123089E7
LEFT_ARM,1625021277463270625,1.4138656E7
LEFT_ARM,1625021277496603594,1.4154472E7
LEFT_ARM,1625021277529936563,1.4166015E7
LEFT_ARM,1625021277563269532,1.4180415E7
LEFT_ARM,1625021277596602500,1.4195392E7
LEFT_ARM,1625021277629935469,1.4212787E7
LEFT_ARM,1625021277663268438,1.4225245E7
LEFT_ARM,1625021277696601407,1.4239251E7
LEFT_ARM,1625021277729934375,1.4257689E7
LEFT_ARM,1625021277763267344,1.4274776E7
LEFT_ARM,1625021277796600313,1.4291373E7
LEFT_ARM,1625021277829933282,1.4311503E7
LEFT_ARM,1625021277863266250,1.4320697E7
LEFT_ARM,1625021277896599219,1.4334975E7
LEFT_ARM,1625021277929932188,1.4351731E7
LEFT_ARM,1625021277963265157,1.4367383E7
LEFT_ARM,1625021277996598125,1.4383185E7
LEFT_ARM,1625021278029931094,1.4402863E7
LEFT_ARM,1625021278063264063,1.4415069E7
LEFT_ARM,1625021278096597032,1.4410868E7
