Limb,Time,Value
RIGHT_ARM,1625020870320000000,1.1374124E7
RIGHT_ARM,1625020870353332969,1.1378451E7
RIGHT_ARM,1625020870386665937,1.1383147E7
RIGHT_ARM,1625020870419998906,1.1384103E7
RIGHT_ARM,1625020870453331875,1.1385885E7
RIGHT_ARM,1625020870486664844,1.1392593E7
RIGHT_ARM,1625020870519997812,1.1399323E7
RIGHT_ARM,1625020870553330781,1.1407613E7
RIGHT_ARM,1625020870586663750,1.1421728E7
RIGHT_ARM,1625020870619996719,1.1436285E7
RIGHT_ARM,1625020870653329687,1.1454159E7
RIGHT_ARM,1625020870686662656,1.1469268E7
RIGHT_ARM,1625020870719995625,1.1484975E7
RIGHT_ARM,1625020870753328594,1.1499376E7
RIGHT_ARM,1625020870786661562,1.1512659E7
RIGHT_ARM,1625020870819994531,1.1527649E7
RIGHT_ARM,1625020870853327500,1.1541925E7
RIGHT_ARM,1625020870886660469,1.1561176E7
RIGHT_ARM,1625020870919993437,1.1576927E7
RIGHT_ARM,1625020870953326406,1.1592639E7
RIGHT_ARM,1625020870986659375,1.1610512E7
RIGHT_ARM,1625020871019992344,1.1624115E7
RIGHT_ARM,1625020871053325312,1.1641688E7
RIGHT_ARM,1625020871086658281,1.1661223E7
RIGHT_ARM,1625020871119991250,1.1675021E7
RIGHT_ARM,1625020871153324219,1.1665327E7
RIGHT_ARM,1625020871186657187,1.1618481E7
RIGHT_ARM,1625020871219990156,1.1553613E7
RIGHT_ARM,1625020871253323125,1.1500909E7
RIGHT_ARM,1625020871286656094,1.146192E7
RIGHT_ARM,1625020871319989062,1.1435019E7
RIGHT_ARM,1625020871353322031,1.14091E7
RIGHT_ARM,1625020871386655000,1.1385461E7
RIGHT_ARM,1625020871419987969,1.1375635E7
RIGHT_ARM,1625020871453320937,1.1380287E7
RIGHT_ARM,1625020871486653906,1.1386581E7
RIGHT_ARM,1625020871519986875,1.1389484E7
RIGHT_ARM,1625020871553319844,1.1395912E7
RIGHT_ARM,1625020871586652812,1.140224E7
RIGHT_ARM,1625020871619985781,1.141442E7
RIGHT_ARM,1625020871653318750,1.1428017E7
RIGHT_ARM,1625020871686651719,1.1444784E7
RIGHT_ARM,1625020871719984687,1.1463525E7
RIGHT_ARM,1625020871753317656,1.1483733E7
RIGHT_ARM,1625020871786650625,1.1504557E7
RIGHT_ARM,1625020871819983594,1.1525172E7
RIGHT_ARM,1625020871853316562,1.1544599E7
RIGHT_ARM,1625020871886649531,1.1564597E7
RIGHT_ARM,1625020871919982500,1.1582357E7
RIGHT_ARM,1625020871953315469,1.1603227E7
RIGHT_ARM,1625020871986648437,1.1620508E7
RIGHT_ARM,1625020872019981406,1.1642339E7
RIGHT_ARM,1625020872053314375,1.1661896E7
RIGHT_ARM,1625020872086647344,1.1679531E7
RIGHT_ARM,1625020872119980312,1.1697096E7
RIGHT_ARM,1625020872153313281,1.1721719E7
RIGHT_ARM,1625020872186646250,1.1739737E7
RIGHT_ARM,1625020872219979219,1.1757803E7
RIGHT_ARM,1625020872253312187,1.1772877E7
RIGHT_ARM,1625020872286645156,1.1762572E7
RIGHT_ARM,1625020872319978125,1.1718313E7
RIGHT_ARM,1625020872353311094,1.1662692E7
RIGHT_ARM,1625020872386644062,1.1614504E7
RIGHT_ARM,1625020872419977031,1.1581891E7
RIGHT_ARM,1625020872453310000,1.155832E7
RIGHT_ARM,1625020872486642969,1.1540097E7
RIGHT_ARM,1625020872519975937,1.1521668E7
RIGHT_ARM,1625020872553308906,1.1518043E7
RIGHT_ARM,1625020872586641875,1.1525581E7
RIGHT_ARM,1625020872619974844,1.1534627E7
RIGHT_ARM,1625020872653307812,1.1541413E7
RIGHT_ARM,1625020872686640781,1.1547409E7
RIGHT_ARM,1625020872719973750,1.1554727E7
RIGHT_ARM,1625020872753306719,1.1565691E7
RIGHT_ARM,1625020872786639687,1.1579921E7
RIGHT_ARM,1625020872819972656,1.1596997E7
RIGHT_ARM,1625020872853305625,1.1613773E7
RIGHT_ARM,1625020872886638594,1.1634596E7
RIGHT_ARM,1625020872919971562,1.1652276E7
RIGHT_ARM,1625020872953304531,1.1672077E7
RIGHT_ARM,1625020872986637500,1.1689321E7
RIGHT_ARM,1625020873019970469,1.1708132E7
RIGHT_ARM,1625020873053303437,1.1728299E7
RIGHT_ARM,1625020873086636406,1.1744455E7
RIGHT_ARM,1625020873119969375,1.1763779E7
RIGHT_ARM,1625020873153302344,1.1784513E7
RIGHT_ARM,1625020873186635312,1.1802477E7
RIGHT_ARM,1625020873219968281,1.1825024E7
RIGHT_ARM,1625020873253301250,1.1840793E7
RIGHT_ARM,1625020873286634219,1.1859307E7
RIGHT_ARM,1625020873319967187,1.187664E7
RIGHT_ARM,1625020873353300156,1.1895241E7
RIGHT_ARM,1625020873386633125,1.1912413E7
RIGHT_ARM,1625020873419966094,1.1910577E7
RIGHT_ARM,1625020873453299062,1.1880781E7
RIGHT_ARM,1625020873486632031,1.1831515E7
RIGHT_ARM,1625020873519965000,1.1786707E7
RIGHT_ARM,1625020873553297969,1.1754768E7
RIGHT_ARM,1625020873586630937,1.1734028E7
RIGHT_ARM,1625020873619963906,1.1716668E7
RIGHT_ARM,1625020873653296875,1.169996E7
RIGHT_ARM,1625020873686629844,1.1695592E7
RIGHT_ARM,1625020873719962812,1.1700603E7
RIGHT_ARM,1625020873753295781,1.1710373E7
RIGHT_ARM,1625020873786628750,1.1711813E7
RIGHT_ARM,1625020873819961719,1.1716557E7
RIGHT_ARM,1625020873853294687,1.1723665E7
RIGHT_ARM,1625020873886627656,1.1733317E7
RIGHT_ARM,1625020873919960625,1.1744979E7
RIGHT_ARM,1625020873953293594,1.1755467E7
RIGHT_ARM,1625020873986626562,1.1773752E7
RIGHT_ARM,1625020874019959531,1.1788864E7
RIGHT_ARM,1625020874053292500,1.1807407E7
RIGHT_ARM,1625020874086625469,1.1821413E7
RIGHT_ARM,1625020874119958437,1.1837424E7
RIGHT_ARM,1625020874153291406,1.1850296E7
RIGHT_ARM,1625020874186624375,1.1865599E7
RIGHT_ARM,1625020874219957344,1.1882525E7
RIGHT_ARM,1625020874253290312,1.189788E7
RIGHT_ARM,1625020874286623281,1.1914628E7
RIGHT_ARM,1625020874319956250,1.193104E7
RIGHT_ARM,1625020874353289219,1.1945737E7
RIGHT_ARM,1625020874386622187,1.1959669E7
RIGHT_ARM,1625020874419955156,1.1975659E7
RIGHT_ARM,1625020874453288125,1.1989021E7
RIGHT_ARM,1625020874486621094,1.2005547E7
RIGHT_ARM,1625020874519954062,1.2015515E7
RIGHT_ARM,1625020874553287031,1.2004221E7
RIGHT_ARM,1625020874586620000,1.1965713E7
RIGHT_ARM,1625020874619952969,1.1913747E7
RIGHT_ARM,1625020874653285937,1.1872432E7
RIGHT_ARM,1625020874686618906,1.1843771E7
RIGHT_ARM,1625020874719951875,1.1825472E7
RIGHT_ARM,1625020874753284844,1.1810504E7
RIGHT_ARM,1625020874786617812,1.1797484E7
RIGHT_ARM,1625020874819950781,1.1797456E7
RIGHT_ARM,1625020874853283750,1.1805885E7
RIGHT_ARM,1625020874886616719,1.1803976E7
RIGHT_ARM,1625020874919949687,1.1803352E7
RIGHT_ARM,1625020874953282656,1.1804971E7
RIGHT_ARM,1625020874986615625,1.1807188E7
RIGHT_ARM,1625020875019948594,1.1814263E7
RIGHT_ARM,1625020875053281562,1.1823441E7
RIGHT_ARM,1625020875086614531,1.1833665E7
RIGHT_ARM,1625020875119947500,1.1848068E7
RIGHT_ARM,1625020875153280469,1.1860537E7
RIGHT_ARM,1625020875186613437,1.1871877E7
RIGHT_ARM,1625020875219946406,1.1883441E7
RIGHT_ARM,1625020875253279375,1.18968E7
RIGHT_ARM,1625020875286612344,1.1907448E7
RIGHT_ARM,1625020875319945312,1.1918764E7
RIGHT_ARM,1625020875353278281,1.1932477E7
RIGHT_ARM,1625020875386611250,1.1945197E7
RIGHT_ARM,1625020875419944219,1.1958504E7
RIGHT_ARM,1625020875453277187,1.1971189E7
RIGHT_ARM,1625020875486610156,1.1980908E7
RIGHT_ARM,1625020875519943125,1.1994816E7
RIGHT_ARM,1625020875553276094,1.2007985E7
RIGHT_ARM,1625020875586609062,1.2022095E7
RIGHT_ARM,1625020875619942031,1.2035636E7
RIGHT_ARM,1625020875653275000,1.2039252E7
RIGHT_ARM,1625020875686607969,1.2014564E7
RIGHT_ARM,1625020875719940937,1.1963779E7
RIGHT_ARM,1625020875753273906,1.1904067E7
RIGHT_ARM,1625020875786606875,1.1855831E7
RIGHT_ARM,1625020875819939844,1.181988E7
RIGHT_ARM,1625020875853272812,1.179076E7
RIGHT_ARM,1625020875886605781,1.1764304E7
RIGHT_ARM,1625020875919938750,1.173448E7
RIGHT_ARM,1625020875953271719,1.1725971E7
RIGHT_ARM,1625020875986604687,1.1724699E7
RIGHT_ARM,1625020876019937656,1.1723921E7
RIGHT_ARM,1625020876053270625,1.1716016E7
RIGHT_ARM,1625020876086603594,1.1716591E7
RIGHT_ARM,1625020876119936562,1.1715931E7
RIGHT_ARM,1625020876153269531,1.1719059E7
RIGHT_ARM,1625020876186602500,1.1726223E7
RIGHT_ARM,1625020876219935469,1.1733795E7
RIGHT_ARM,1625020876253268437,1.1744024E7
RIGHT_ARM,1625020876286601406,1.175462E7
RIGHT_ARM,1625020876319934375,1.1764504E7
RIGHT_ARM,1625020876353267344,1.1773228E7
RIGHT_ARM,1625020876386600312,1.1783111E7
RIGHT_ARM,1625020876419933281,1.1789529E7
RIGHT_ARM,1625020876453266250,1.1800344E7
RIGHT_ARM,1625020876486599219,1.1814732E7
RIGHT_ARM,1625020876519932187,1.1827436E7
RIGHT_ARM,1625020876553265156,1.1839112E7
RIGHT_ARM,1625020876586598125,1.1853357E7
RIGHT_ARM,1625020876619931094,1.1864529E7
RIGHT_ARM,1625020876653264062,1.1875269E7
RIGHT_ARM,1625020876686597031,1.1886368E7
RIGHT_ARM,1625020876719930000,1.1901032E7
RIGHT_ARM,1625020876753262969,1.1915065E7
RIGHT_ARM,1625020876786595937,1.1927035E7
RIGHT_ARM,1625020876819928906,1.1924429E7
RIGHT_ARM,1625020876853261875,1.1888625E7
RIGHT_ARM,1625020876886594844,1.1826981E7
RIGHT_ARM,1625020876919927812,1.1763511E7
RIGHT_ARM,1625020876953260781,1.171542E7
RIGHT_ARM,1625020876986593750,1.168152E7
RIGHT_ARM,1625020877019926719,1.1653653E7
