Limb,Time,Value
RIGHT_ARM,1625011338815000000,2.0746994E7
RIGHT_ARM,1625011338848332969,2.0761506E7
RIGHT_ARM,1625011338881665938,2.077244E7
RIGHT_ARM,1625011338914998906,2.0786994E7
RIGHT_ARM,1625011338948331875,2.07934E7
RIGHT_ARM,1625011338981664844,2.0764464E7
RIGHT_ARM,1625011339014997813,2.0699394E7
RIGHT_ARM,1625011339048330781,2.063944E7
RIGHT_ARM,1625011339081663750,2.0608162E7
RIGHT_ARM,1625011339114996719,2.0587224E7
RIGHT_ARM,1625011339148329688,2.0567976E7
RIGHT_ARM,1625011339181662656,2.055187E7
RIGHT_ARM,1625011339214995625,2.0546798E7
RIGHT_ARM,1625011339248328594,2.0553894E7
RIGHT_ARM,1625011339281661563,2.0559568E7
RIGHT_ARM,1625011339314994531,2.055429E7
RIGHT_ARM,1625011339348327500,2.0553886E7
RIGHT_ARM,1625011339381660469,2.0557502E7
RIGHT_ARM,1625011339414993438,2.0565706E7
RIGHT_ARM,1625011339448326406,2.0584328E7
RIGHT_ARM,1625011339481659375,2.0623216E7
RIGHT_ARM,1625011339514992344,2.0659654E7
RIGHT_ARM,1625011339548325313,2.0685282E7
RIGHT_ARM,1625011339581658281,2.0696386E7
RIGHT_ARM,1625011339614991250,2.0710974E7
RIGHT_ARM,1625011339648324219,2.071103E7
RIGHT_ARM,1625011339681657188,2.0711554E7
RIGHT_ARM,1625011339714990156,2.071477E7
RIGHT_ARM,1625011339748323125,2.0718968E7
RIGHT_ARM,1625011339781656094,2.073232E7
RIGHT_ARM,1625011339814989063,2.0744272E7
RIGHT_ARM,1625011339848322031,2.0727974E7
RIGHT_ARM,1625011339881655000,2.0667898E7
RIGHT_ARM,1625011339914987969,2.060833E7
RIGHT_ARM,1625011339948320938,2.0564614E7
RIGHT_ARM,1625011339981653906,2.0541808E7
RIGHT_ARM,1625011340014986875,2.052623E7
RIGHT_ARM,1625011340048319844,2.0508814E7
RIGHT_ARM,1625011340081652813,2.0497154E7
