Limb,Time,Value
RIGHT_ARM,1625011463934000000,1.854421E7
RIGHT_ARM,1625011463967332969,1.8536864E7
RIGHT_ARM,1625011464000665937,1.8532246E7
RIGHT_ARM,1625011464033998906,1.8530102E7
RIGHT_ARM,1625011464067331875,1.8520386E7
RIGHT_ARM,1625011464100664844,1.8515578E7
RIGHT_ARM,1625011464133997812,1.8518742E7
RIGHT_ARM,1625011464167330781,1.8523938E7
RIGHT_ARM,1625011464200663750,1.8528218E7
RIGHT_ARM,1625011464233996719,1.8540322E7
RIGHT_ARM,1625011464267329687,1.8556168E7
RIGHT_ARM,1625011464300662656,1.8574416E7
RIGHT_ARM,1625011464333995625,1.8596944E7
RIGHT_ARM,1625011464367328594,1.8604864E7
RIGHT_ARM,1625011464400661562,1.8624758E7
RIGHT_ARM,1625011464433994531,1.8641946E7
RIGHT_ARM,1625011464467327500,1.8660312E7
RIGHT_ARM,1625011464500660469,1.8680184E7
RIGHT_ARM,1625011464533993437,1.8703398E7
RIGHT_ARM,1625011464567326406,1.8725068E7
RIGHT_ARM,1625011464600659375,1.8741674E7
RIGHT_ARM,1625011464633992344,1.8747186E7
RIGHT_ARM,1625011464667325312,1.8706944E7
RIGHT_ARM,1625011464700658281,1.863684E7
RIGHT_ARM,1625011464733991250,1.8570886E7
RIGHT_ARM,1625011464767324219,1.8528794E7
RIGHT_ARM,1625011464800657187,1.8509994E7
RIGHT_ARM,1625011464833990156,1.8495558E7
RIGHT_ARM,1625011464867323125,1.8481682E7
RIGHT_ARM,1625011464900656094,1.8478134E7
RIGHT_ARM,1625011464933989062,1.8485082E7
RIGHT_ARM,1625011464967322031,1.8484608E7
RIGHT_ARM,1625011465000655000,1.8488062E7
RIGHT_ARM,1625011465033987969,1.8486514E7
RIGHT_ARM,1625011465067320937,1.8493778E7
RIGHT_ARM,1625011465100653906,1.8504266E7
RIGHT_ARM,1625011465133986875,1.8516054E7
RIGHT_ARM,1625011465167319844,1.8532176E7
RIGHT_ARM,1625011465200652812,1.8550232E7
RIGHT_ARM,1625011465233985781,1.8569246E7
RIGHT_ARM,1625011465267318750,1.8590412E7
RIGHT_ARM,1625011465300651719,1.8614272E7
RIGHT_ARM,1625011465333984687,1.8628798E7
RIGHT_ARM,1625011465367317656,1.8651258E7
RIGHT_ARM,1625011465400650625,1.8675364E7
RIGHT_ARM,1625011465433983594,1.8696594E7
RIGHT_ARM,1625011465467316562,1.8721958E7
RIGHT_ARM,1625011465500649531,1.8746222E7
RIGHT_ARM,1625011465533982500,1.8769128E7
RIGHT_ARM,1625011465567315469,1.878405E7
RIGHT_ARM,1625011465600648437,1.8757602E7
RIGHT_ARM,1625011465633981406,1.8694282E7
RIGHT_ARM,1625011465667314375,1.8642226E7
RIGHT_ARM,1625011465700647344,1.8607506E7
RIGHT_ARM,1625011465733980312,1.8586526E7
RIGHT_ARM,1625011465767313281,1.8575564E7
RIGHT_ARM,1625011465800646250,1.8566102E7
RIGHT_ARM,1625011465833979219,1.8563994E7
RIGHT_ARM,1625011465867312187,1.856974E7
RIGHT_ARM,1625011465900645156,1.8574358E7
RIGHT_ARM,1625011465933978125,1.8579212E7
RIGHT_ARM,1625011465967311094,1.8581198E7
RIGHT_ARM,1625011466000644062,1.8592862E7
RIGHT_ARM,1625011466033977031,1.860813E7
RIGHT_ARM,1625011466067310000,1.8625146E7
RIGHT_ARM,1625011466100642969,1.8642356E7
RIGHT_ARM,1625011466133975937,1.8663592E7
RIGHT_ARM,1625011466167308906,1.8684632E7
RIGHT_ARM,1625011466200641875,1.8703238E7
RIGHT_ARM,1625011466233974844,1.8728646E7
RIGHT_ARM,1625011466267307812,1.8751052E7
RIGHT_ARM,1625011466300640781,1.8771308E7
RIGHT_ARM,1625011466333973750,1.8790338E7
RIGHT_ARM,1625011466367306719,1.881194E7
RIGHT_ARM,1625011466400639687,1.883283E7
RIGHT_ARM,1625011466433972656,1.8859028E7
RIGHT_ARM,1625011466467305625,1.8884858E7
RIGHT_ARM,1625011466500638594,1.8903844E7
RIGHT_ARM,1625011466533971562,1.888177E7
RIGHT_ARM,1625011466567304531,1.8825606E7
RIGHT_ARM,1625011466600637500,1.8777548E7
RIGHT_ARM,1625011466633970469,1.8750872E7
RIGHT_ARM,1625011466667303437,1.873817E7
RIGHT_ARM,1625011466700636406,1.8728702E7
RIGHT_ARM,1625011466733969375,1.8722498E7
RIGHT_ARM,1625011466767302344,1.8723838E7
RIGHT_ARM,1625011466800635312,1.8728122E7
RIGHT_ARM,1625011466833968281,1.8736174E7
RIGHT_ARM,1625011466867301250,1.8736494E7
RIGHT_ARM,1625011466900634219,1.8742842E7
RIGHT_ARM,1625011466933967187,1.8749582E7
RIGHT_ARM,1625011466967300156,1.8759502E7
RIGHT_ARM,1625011467000633125,1.877103E7
RIGHT_ARM,1625011467033966094,1.8786656E7
RIGHT_ARM,1625011467067299062,1.8801994E7
RIGHT_ARM,1625011467100632031,1.8816938E7
RIGHT_ARM,1625011467133965000,1.8839134E7
RIGHT_ARM,1625011467167297969,1.8855192E7
RIGHT_ARM,1625011467200630937,1.8871046E7
RIGHT_ARM,1625011467233963906,1.8883912E7
RIGHT_ARM,1625011467267296875,1.8898398E7
RIGHT_ARM,1625011467300629844,1.891587E7
RIGHT_ARM,1625011467333962812,1.8935246E7
RIGHT_ARM,1625011467367295781,1.8953442E7
RIGHT_ARM,1625011467400628750,1.8971988E7
RIGHT_ARM,1625011467433961719,1.8974946E7
RIGHT_ARM,1625011467467294687,1.8934486E7
RIGHT_ARM,1625011467500627656,1.8879382E7
RIGHT_ARM,1625011467533960625,1.883567E7
RIGHT_ARM,1625011467567293594,1.8809482E7
RIGHT_ARM,1625011467600626562,1.879619E7
RIGHT_ARM,1625011467633959531,1.8784472E7
RIGHT_ARM,1625011467667292500,1.877465E7
RIGHT_ARM,1625011467700625469,1.8774602E7
RIGHT_ARM,1625011467733958437,1.8787134E7
RIGHT_ARM,1625011467767291406,1.8790126E7
RIGHT_ARM,1625011467800624375,1.8800626E7
RIGHT_ARM,1625011467833957344,1.8809226E7
RIGHT_ARM,1625011467867290312,1.8823176E7
RIGHT_ARM,1625011467900623281,1.8830862E7
RIGHT_ARM,1625011467933956250,1.88435E7
RIGHT_ARM,1625011467967289219,1.886757E7
RIGHT_ARM,1625011468000622187,1.8946912E7
RIGHT_ARM,1625011468033955156,1.9052142E7
RIGHT_ARM,1625011468067288125,1.9128078E7
RIGHT_ARM,1625011468100621094,1.9182114E7
RIGHT_ARM,1625011468133954062,1.9225816E7
RIGHT_ARM,1625011468167287031,1.926492E7
RIGHT_ARM,1625011468200620000,1.931083E7
RIGHT_ARM,1625011468233952969,1.9351204E7
RIGHT_ARM,1625011468267285937,1.9389112E7
RIGHT_ARM,1625011468300618906,1.9422528E7
RIGHT_ARM,1625011468333951875,1.9448534E7
RIGHT_ARM,1625011468367284844,1.9469184E7
