Limb,Time,Value
LEFT_ARM,1624931319839000000,1.9415542E7
LEFT_ARM,1624931319872332969,1.9396296E7
LEFT_ARM,1624931319905665937,1.9377656E7
LEFT_ARM,1624931319938998906,1.9358206E7
LEFT_ARM,1624931319972331875,1.934215E7
LEFT_ARM,1624931320005664844,1.9329794E7
LEFT_ARM,1624931320038997812,1.9315678E7
LEFT_ARM,1624931320072330781,1.9305422E7
LEFT_ARM,1624931320105663750,1.929735E7
LEFT_ARM,1624931320138996719,1.9290962E7
LEFT_ARM,1624931320172329687,1.9281446E7
LEFT_ARM,1624931320205662656,1.927057E7
LEFT_ARM,1624931320238995625,1.9265402E7
LEFT_ARM,1624931320272328594,1.9261892E7
LEFT_ARM,1624931320305661562,1.9257354E7
LEFT_ARM,1624931320338994531,1.9253688E7
LEFT_ARM,1624931320372327500,1.9249738E7
LEFT_ARM,1624931320405660469,1.9245986E7
LEFT_ARM,1624931320438993437,1.9242442E7
LEFT_ARM,1624931320472326406,1.9239102E7
LEFT_ARM,1624931320505659375,1.9237816E7
LEFT_ARM,1624931320538992344,1.9238866E7
LEFT_ARM,1624931320572325312,1.9234942E7
LEFT_ARM,1624931320605658281,1.9216292E7
LEFT_ARM,1624931320638991250,1.9180554E7
LEFT_ARM,1624931320672324219,1.9136886E7
LEFT_ARM,1624931320705657187,1.9093074E7
LEFT_ARM,1624931320738990156,1.9054908E7
LEFT_ARM,1624931320772323125,1.9017822E7
LEFT_ARM,1624931320805656094,1.898425E7
LEFT_ARM,1624931320838989062,1.8956662E7
LEFT_ARM,1624931320872322031,1.893688E7
LEFT_ARM,1624931320905655000,1.892121E7
LEFT_ARM,1624931320938987969,1.8903818E7
LEFT_ARM,1624931320972320937,1.8885298E7
LEFT_ARM,1624931321005653906,1.8871678E7
LEFT_ARM,1624931321038986875,1.8863054E7
LEFT_ARM,1624931321072319844,1.885184E7
LEFT_ARM,1624931321105652812,1.884382E7
LEFT_ARM,1624931321138985781,1.8839882E7
LEFT_ARM,1624931321172318750,1.8835154E7
LEFT_ARM,1624931321205651719,1.882817E7
LEFT_ARM,1624931321238984687,1.8825378E7
LEFT_ARM,1624931321272317656,1.8823478E7
LEFT_ARM,1624931321305650625,1.8815874E7
LEFT_ARM,1624931321338983594,1.8817918E7
LEFT_ARM,1624931321372316562,1.8813278E7
LEFT_ARM,1624931321405649531,1.8813002E7
LEFT_ARM,1624931321438982500,1.8808184E7
LEFT_ARM,1624931321472315469,1.8808154E7
LEFT_ARM,1624931321505648437,1.880683E7
LEFT_ARM,1624931321538981406,1.8808254E7
LEFT_ARM,1624931321572314375,1.8807802E7
LEFT_ARM,1624931321605647344,1.8809846E7
LEFT_ARM,1624931321638980312,1.8810554E7
LEFT_ARM,1624931321672313281,1.880278E7
LEFT_ARM,1624931321705646250,1.8769062E7
LEFT_ARM,1624931321738979219,1.8731172E7
LEFT_ARM,1624931321772312187,1.8691212E7
LEFT_ARM,1624931321805645156,1.8658784E7
LEFT_ARM,1624931321838978125,1.8631018E7
LEFT_ARM,1624931321872311094,1.859857E7
LEFT_ARM,1624931321905644062,1.8572648E7
LEFT_ARM,1624931321938977031,1.8558656E7
LEFT_ARM,1624931321972310000,1.8547018E7
LEFT_ARM,1624931322005642969,1.853367E7
LEFT_ARM,1624931322038975937,1.8521118E7
LEFT_ARM,1624931322072308906,1.8506886E7
LEFT_ARM,1624931322105641875,1.8499878E7
LEFT_ARM,1624931322138974844,1.8494672E7
LEFT_ARM,1624931322172307812,1.8485946E7
LEFT_ARM,1624931322205640781,1.8484622E7
LEFT_ARM,1624931322238973750,1.8480402E7
LEFT_ARM,1624931322272306719,1.847867E7
LEFT_ARM,1624931322305639687,1.8477998E7
LEFT_ARM,1624931322338972656,1.8475376E7
LEFT_ARM,1624931322372305625,1.8468622E7
LEFT_ARM,1624931322405638594,1.8471262E7
LEFT_ARM,1624931322438971562,1.847665E7
LEFT_ARM,1624931322472304531,1.8472358E7
LEFT_ARM,1624931322505637500,1.847519E7
LEFT_ARM,1624931322538970469,1.8475178E7
LEFT_ARM,1624931322572303437,1.8481354E7
LEFT_ARM,1624931322605636406,1.848395E7
LEFT_ARM,1624931322638969375,1.848444E7
LEFT_ARM,1624931322672302344,1.848761E7
LEFT_ARM,1624931322705635312,1.849191E7
LEFT_ARM,1624931322738968281,1.8497646E7
LEFT_ARM,1624931322772301250,1.848741E7
LEFT_ARM,1624931322805634219,1.8461426E7
LEFT_ARM,1624931322838967187,1.843067E7
LEFT_ARM,1624931322872300156,1.8406238E7
LEFT_ARM,1624931322905633125,1.8379914E7
LEFT_ARM,1624931322938966094,1.8359936E7
LEFT_ARM,1624931322972299062,1.8339516E7
LEFT_ARM,1624931323005632031,1.8327056E7
LEFT_ARM,1624931323038965000,1.8321486E7
LEFT_ARM,1624931323072297969,1.8315538E7
LEFT_ARM,1624931323105630937,1.8312502E7
LEFT_ARM,1624931323138963906,1.8304422E7
LEFT_ARM,1624931323172296875,1.8297482E7
LEFT_ARM,1624931323205629844,1.830044E7
